Session	Date	Start Time	End Time	Location	Section Title	Presentation Order	Session Name 	Session ID on Underline	PID	Title	Author	Length	Category	Oral (pref)
Session 9	2023-12-10	9:30	9:45	Central 3	Speech & Multimodality 1	3	Speech & Multimodality 1		1574	Three Stream Based Multi-level Event Contrastive Learning for Text-Video Event Extraction	"Jiaqi Li,Chuanyi Zhang,Miaozeng Du,Dehai Min,Yongrui Chen,Guilin Qi"	Long	Oral 	In Person
Session 9	2023-12-10	9:45	10:00	Central 3	Speech & Multimodality 1	4	Speech & Multimodality 1		1698	Reading Order Matters: Information Extraction from Visually-rich Documents by Token Path Prediction	"Chong Zhang,Ya Guo,Yi Tu,Huan Chen,Jinyang Tang,Huijia Zhu,Qi Zhang,Tao Gui"	Long	Oral 	In Person
Session 9	2023-12-10	10:00	10:15	Central 3	Speech & Multimodality 1	5	Speech & Multimodality 1		2069	MultiTurnCleanup: A Benchmark for Multi-Turn Spoken Conversational Transcript Cleanup	"Hua Shen,Vicky Zayats,Johann C Rocholl,Daniel David Walker,Dirk Padfield"	Long	Oral 	In Person
Session 9	2023-12-10	10:15	10:30	Central 3	Speech & Multimodality 1	6	Speech & Multimodality 1		2849	Large Language Models and Multimodal Retrieval for Visual Word Sense Disambiguation	"Anastasia Kritharoula,Maria Lymperaiou,Giorgos Stamou"	Long	Oral 	In Person
Session 9	2023-12-10	9:00	9:15	West 1	Summarization	1	Summarization		218	Instructive Dialogue Summarization with Query Aggregations	"Bin Wang,Zhengyuan Liu,Nancy F. Chen"	Long	Oral 	In Person
Session 9	2023-12-10	9:15	9:30	West 1	Summarization	2	Summarization		412	Investigating Efficiently Extending Transformers for Long Input Summarization	"Jason Phang,Yao Zhao,Peter J Liu"	Long	Oral 	In Person
Session 9	2023-12-10	9:30	9:45	West 1	Summarization	3	Summarization		1369	Zero-shot Faithfulness Evaluation for Text Summarization with Foundation Language Model	"Qi Jia,Siyu Ren,Yizhu Liu,Kenny Q. Zhu"	Long	Oral 	In Person
Session 9	2023-12-10	9:45	10:00	West 1	Summarization	4	Summarization		3409	Indicative Summarization of Long Discussions	"Shahbaz Syed,Dominik Schwabe,Khalid Al Khatib,Martin Potthast"	Long	Oral 	In Person
Session 9	2023-12-10	10:00	10:15	West 1	Summarization	5	Summarization		4176	Promoting Topic Coherence and Inter-Document Consorts in Multi-Document Summarization via Simplicial Complex and Sheaf Graph	"Yash Kumar Atri,Arun Iyer,Tanmoy Chakraborty,Vikram Goyal"	Long	Oral 	In Person
Session 9	2023-12-10	10:15	10:30	West 1	Summarization	6	Summarization		ARR 16	Length Does Matter: Summary Length can Bias Summarization Metrics	"Xiaobo Guo,Soroush Vosoughi"	Long	Oral 	In Person
Session 9	2023-12-10	9:00	9:15	West 2	Machine Learning for NLP	1	Machine Learning for NLP		27	Explicit Planning Helps Language Models in Logical Reasoning	"Hongyu Zhao,Kangrui Wang,Mo Yu,Hongyuan Mei"	Long	Oral 	In Person
Session 9	2023-12-10	9:15	9:30	West 2	Machine Learning for NLP	2	Machine Learning for NLP		516	Where to start? Analyzing the potential value of intermediate models	"Leshem Choshen,Elad Venezian,Shachar Don-Yehiya,Noam Slonim,Yoav Katz"	Long	Oral 	In Person
Session 9	2023-12-10	9:30	9:45	West 2	Machine Learning for NLP	3	Machine Learning for NLP		2804	Fair Text Classification with Wasserstein Independence	"Thibaud Leteno,Antoine Gourru,Charlotte Laclau,Rémi Emonet,Christophe Gravier"	Long	Oral 	In Person
Session 9	2023-12-10	9:45	10:00	West 2	Machine Learning for NLP	4	Machine Learning for NLP		3302	Improving Bias Mitigation through Bias Experts in Natural Language Understanding	"Eojin Jeon,Mingyu Lee,Juhyeong Park,Yeachan Kim,Wing-Lam Mok,SangKeun Lee"	Long	Oral 	In Person
Session 9	2023-12-10	10:00	10:15	West 2	Machine Learning for NLP	5	Machine Learning for NLP		4253	DSI++: Updating Transformer Memory with New Documents	"Sanket Vaibhav Mehta,Jai Gupta,Yi Tay,Mostafa Dehghani,Vinh Q. Tran,Jinfeng Rao,Marc Najork,Emma Strubell,Donald Metzler"	Long	Oral 	In Person
Session 9	2023-12-10	10:15	10:30	West 2	Machine Learning for NLP	6	Machine Learning for NLP		TACL 4737	Translate-and-Test Transfer Learning for Cross-Lingual Text Classification	"Inigo Jauregi Unanue, Gholamreza Haffari, Massimo Piccardi"	Long	Oral 	In Person
Session 9	2023-12-10	9:00	9:15	West 3	"Syntax, Parsing and their Applications"	1	"Syntax, Parsing and their Applications"		305	Order-Theoretic Structured Prediction: Partially Ordering Tokens within a String	"Tianyu Liu,Afra Amini,Mrinmaya Sachan,Ryan Cotterell"	Long	Oral 	In Person
Session 9	2023-12-10	9:15	9:30	West 3	"Syntax, Parsing and their Applications"	2	"Syntax, Parsing and their Applications"		1554	4 and 7-bit Labeling for Projective and Non-Projective Dependency Trees	"Carlos Gómez-Rodríguez,Diego Roca,David Vilares"	Long	Oral 	In Person
Session 9	2023-12-10	9:30	9:45	West 3	"Syntax, Parsing and their Applications"	3	"Syntax, Parsing and their Applications"		2568	Syntactic Substitutability as Unsupervised Dependency Syntax	"Jasper Jian,Siva Reddy"	Long	Oral 	In Person
Session 9	2023-12-10	9:45	10:00	West 3	"Syntax, Parsing and their Applications"	4	"Syntax, Parsing and their Applications"		3030	Structural generalization in COGS: Supertagging is (almost) all you need	"Alban Petit,Caio Filippo Corro,François Yvon"	Long	Oral 	In Person
Session 9	2023-12-10	10:00	10:15	West 3	"Syntax, Parsing and their Applications"	5	"Syntax, Parsing and their Applications"		3392	CoRec: An Easy Approach for Coordination Recognition	"Qing Wang,Haojie Jia,Wenfei Song,Qi Li"	Long	Oral 	In Person
Session 9	2023-12-10	10:15	10:30	West 3	"Syntax, Parsing and their Applications"	6	"Syntax, Parsing and their Applications"		5475	LLM-enhanced Self-training for Cross-domain Constituency Parsing	"jianling li,Meishan Zhang,Peiming Guo,Min Zhang,Yue Zhang"	Long	Oral 	In Person
Session 10	2023-12-10	11:00	11:15	East	NLP Applications 2	1	NLP Applications 2		1999	UniMath: A Foundational and Multimodal Mathematical Reasoner	"Zhenwen Liang,Tianyu Yang,Jipeng Zhang,Xiangliang Zhang"	Long	Oral 	In Person
Session 10	2023-12-10	11:15	11:30	East	NLP Applications 2	2	NLP Applications 2		2084	Predictive Chemistry Augmented with Text Retrieval	"Yujie Qian,Zhening Li,Zhengkai Tu,Connor W. Coley,Regina Barzilay"	Long	Oral 	Virtually
Session 10	2023-12-10	11:30	11:45	East	NLP Applications 2	3	NLP Applications 2		2910	Precedent-Enhanced Legal Judgment Prediction with LLM and Domain-Model Collaboration	"Yiquan Wu,Siying Zhou,Yifei Liu,Weiming Lu,Xiaozhong Liu,Yating Zhang,Changlong Sun,Fei Wu,Kun Kuang"	Long	Oral 	In Person
Session 10	2023-12-10	11:45	12:00	East	NLP Applications 2	4	NLP Applications 2		4844	Hidding the Ghostwriters: An Adversarial Evaluation of AI-Generated Student Essay Detection	"Xinlin Peng,Ying Zhou,Ben He,Le Sun,Yingfei Sun"	Long	Oral 	In Person
Session 10	2023-12-10	12:00	12:15	East	NLP Applications 2	5	NLP Applications 2		5077	Analyzing Norm Violations in Live-Stream Chat	"Jihyung Moon,Dong-Ho Lee,Hyundong Justin Cho,Woojeong Jin,Chan Young Park,Minwoo Kim,Jonathan May,Jay Pujara,Sungjoon Park"	Long	Oral 	In Person
Session 10	2023-12-10	12:15	12:30	East	NLP Applications 2	6	NLP Applications 2		ARR 116	ALCAP: Alignment-Augmented Music Captioner	"Zihao He,Weituo Hao,Wei-Tsung Lu,Changyou Chen,Kristina Lerman,Xuchen Song"	Long	Oral 	Virtually
Session 10	2023-12-10	11:00	11:15	Central  1	Resources and Evaluation 2	1	Resources and Evaluation 2		4061	Unveiling the Essence of Poetry: Introducing a Comprehensive Dataset and Benchmark for Poem Summarization	"Ridwan Mahbub,Ifrad Towhid Khan,Samiha Shafiq Anuva,Md Shihab Shahriar,Md Tahmid Rahman Laskar,Sabbir Ahmed"	Long	Oral 	In Person
Session 10	2023-12-10	11:15	11:30	Central  1	Resources and Evaluation 2	2	Resources and Evaluation 2		4772	Do LLMs Understand Social Knowledge? Evaluating the Sociability of Large Language Models with SocKET Benchmark	"Minje Choi,Jiaxin Pei,Sagar Kumar,Chang Shu,David Jurgens"	Long	Oral 	In Person
Session 10	2023-12-10	11:30	11:45	Central  1	Resources and Evaluation 2	3	Resources and Evaluation 2		4935	It Ain't Over: A Multi-aspect Diverse Math Word Problem Dataset	"Jiwoo Kim,Youngbin Kim,Ilwoong Baek,JinYeong Bak,Jongwuk Lee"	Long	Oral 	In Person
Session 10	2023-12-10	11:45	12:00	Central  1	Resources and Evaluation 2	4	Resources and Evaluation 2		5149	Syllogistic Reasoning for Legal Judgment Analysis	"Wentao Deng,Jiahuan Pei,Keyi Kong,Zhe Chen,Furu Wei,Yujun Li,Zhaochun Ren,Zhumin Chen,Pengjie Ren"	Long	Oral 	In Person
Session 10	2023-12-10	12:00	12:15	Central  1	Resources and Evaluation 2	5	Resources and Evaluation 2		5195	TempTabQA: Temporal Question Answering for Semi-Structured Tables	"Vivek Gupta,Pranshu Kandoi,Mahek Bhavesh Vora,Shuo Zhang,Yujie He,Ridho Reinanda,Vivek Srikumar"	Long	Oral 	Virtually
Session 10	2023-12-10	12:15	12:30	Central  1	Resources and Evaluation 2	6	Resources and Evaluation 2		ARR 60	Multilingual Previously Fact-Checked Claim Retrieval	"Matúš Pikuliak,Ivan Srba,Robert Moro,Timo Hromadka,Timotej Smoleň,Martin Melišek,Ivan Vykopal,Jakub Simko,Juraj Podroužek,Maria Bielikova"	Long	Oral 	In Person
Session 10	2023-12-10	11:00	11:15	Central 3	Semantics 2	1	Semantics 2		1644	On Bilingual Lexicon Induction with Large Language Models	"Yaoyiran Li,Anna Korhonen,Ivan Vulić"	Long	Oral 	In Person
Session 10	2023-12-10	11:15	11:30	Central 3	Semantics 2	2	Semantics 2		1678	Random Entity Quantization for Parameter-Efficient Compositional Knowledge Graph Representation	"Jiaang Li,Quan Wang,Yi Liu,Licheng Zhang,Zhendong Mao"	Long	Oral 	In Person
Session 10	2023-12-10	11:30	11:45	Central 3	Semantics 2	3	Semantics 2		2017	Systematic word meta-sense extension	Lei Yu	Long	Oral 	In Person
Session 10	2023-12-10	11:45	12:00	Central 3	Semantics 2	4	Semantics 2		4413	Pragmatic Reasoning Unlocks Quantifier Semantics for Foundation Models	"Yiyuan Li,Rakesh R Menon,Sayan Ghosh,Shashank Srivastava"	Long	Oral 	In Person
Session 10	2023-12-10	12:00	12:15	Central 3	Semantics 2	5	Semantics 2		4583	Non-Programmers Can Label Programs Indirectly via Active Examples: A Case Study with Text-to-SQL	"Ruiqi Zhong,Charlie Victor Snell,Dan Klein,Jason Eisner"	Long	Oral 	Virtually
Session 10	2023-12-10	12:15	12:30	Central 3	Semantics 2	6	Semantics 2		4658	Improving Language Models’ Meaning Understanding and Consistency by Learning Conceptual Roles from Dictionary	"Myeongjun Erik Jang,Thomas Lukasiewicz"	Long	Oral 	In Person
Session 10	2023-12-10	11:00	11:15	West 1	Speech & Multimodality 2	1	Speech & Multimodality 2		3433	Rethinking and Improving Multi-task Learning for End-to-end Speech Translation	"Yuhao Zhang,Chen Xu,Bei Li,Hao Chen,Tong Xiao,Chunliang Zhang,JingBo Zhu"	Long	Oral 	In Person
Session 10	2023-12-10	11:15	11:30	West 1	Speech & Multimodality 2	2	Speech & Multimodality 2		3606	Unsupervised Sounding Pixel Learning	"Yining Zhang,Yanli Ji,Yang Yang"	Long	Oral 	Virtually
Session 10	2023-12-10	11:30	11:45	West 1	Speech & Multimodality 2	3	Speech & Multimodality 2		3809	Homophone Disambiguation Reveals Patterns of Context Mixing in Speech Transformers	"Hosein Mohebbi,Grzegorz Chrupała,Willem Zuidema,Afra Alishahi"	Long	Oral 	In Person
Session 10	2023-12-10	11:45	12:00	West 1	Speech & Multimodality 2	4	Speech & Multimodality 2		4032	Whispering LLaMA: A Cross-Modal Generative Error Correction Framework for Speech Recognition	"Srijith Radhakrishnan,Chao-Han Huck Yang,Sumeer Ahmad Khan,Rohit Kumar,Narsis A. Kiani,David Gomez-Cabrero,Jesper Tegnér"	Long	Oral 	In Person
Session 10	2023-12-10	12:00	12:15	West 1	Speech & Multimodality 2	5	Speech & Multimodality 2		5074	Conversation Understanding using Relational Temporal Graph Neural Networks with Auxiliary Cross-Modality Interaction	"Cam Van Thi Nguyen,Tuan Anh Mai,Son Le The,Dang Hai Kieu,Duc-Trong Le"	Long	Oral 	In Person
Session 10	2023-12-10	12:15	12:30	West 1	Speech & Multimodality 2	6	Speech & Multimodality 2		TACL 4275	Visual Spatial Reasoning	"Fangyu Liu, Guy Emerson, Nigel Collier"	Long	Oral 	In Person
Session 10	2023-12-10	11:00	11:15	West 2	Theme Track: Large Language Models and the Future of NLP 2	1	Theme Track: Large Language Models and the Future of NLP 2		1646	Lion: Adversarial Distillation of Proprietary Large Language Models	"Yuxin Jiang,Chunkit Chan,Mingyang Chen,Wei Wang"	Long	Oral 	In Person
Session 10	2023-12-10	11:15	11:30	West 2	Theme Track: Large Language Models and the Future of NLP 2	2	Theme Track: Large Language Models and the Future of NLP 2		1856	EpiK-Eval: Evaluation for Language Models as Epistemic Models	"Gabriele Prato,Jerry Huang,Prasanna Parthasarathi,Shagun Sodhani,Sarath Chandar"	Long	Oral 	In Person
Session 10	2023-12-10	11:30	11:45	West 2	Theme Track: Large Language Models and the Future of NLP 2	3	Theme Track: Large Language Models and the Future of NLP 2		2155	"To Build Our Future, We Must Know Our Past: Contextualizing Paradigm Shifts in Natural Language Processing"	"Sireesh Gururaja,Amanda Bertsch,Clara Na,David Gray Widder,Emma Strubell"	Long	Oral 	In Person
Session 10	2023-12-10	11:45	12:00	West 2	Theme Track: Large Language Models and the Future of NLP 2	4	Theme Track: Large Language Models and the Future of NLP 2		2787	Large Language Models: The Need for Nuance in Current Debates and a Pragmatic Perspective on Understanding	"Bram Van Dijk,Tom Kouwenhoven,Marco Spruit,Max Johannes van Duijn"	Long	Oral 	Virtually
Session 10	2023-12-10	12:00	12:15	West 2	Theme Track: Large Language Models and the Future of NLP 2	5	Theme Track: Large Language Models and the Future of NLP 2		3678	FreeAL: Towards Human-Free Active Learning in the Era of Large Language Models	"Ruixuan Xiao,Yiwen Dong,Junbo Zhao,Runze Wu,Minmin Lin,Gang Chen,Haobo Wang"	Long	Oral 	In Person
Session 10	2023-12-10	12:15	12:30	West 2	Theme Track: Large Language Models and the Future of NLP 2	6	Theme Track: Large Language Models and the Future of NLP 2		3978	Large Language Models Only Pass Primary School Exams in Indonesia: A Comprehensive Test on IndoMMLU	"Fajri Koto,Nurul Aisyah,Haonan Li,Timothy Baldwin"	Long	Oral 	In Person
Session 10	2023-12-10	11:00	11:15	West 3	Industry track	1	Industry track		INDUSTRY 171	"Self-Criticism: Aligning Large Language Models with their Understanding of Helpfulness, Honesty, and Harmlessness"	"Xiaoyu Tan, Shaojie Shi, Xihe Qiu, Chao Qu, Zhenting Qi, Yinghui Xu and Yuan Qi"	Long	Oral 	In person
Session 10	2023-12-10	11:15	11:30	West 3	Industry track	2	Industry track		INDUSTRY 134	PILLOW: Enhancing Efficient Instruction Fine-tuning via Prompt Matching	"Zhenting Qi, Xiaoyu Tan, Shaojie Shi, Chao Qu, Yinghui Xu and Yuan Qi"	Long	Oral 	In person
Session 10	2023-12-10	11:30	11:45	West 3	Industry track	3	Industry track		INDUSTRY 73	Lattice Path Edit Distance: A Romanization-aware Edit Distance for Extracting Misspelling-Correction Pairs from Japanese Search Query Logs	Nobuhiro Kaji	Long	Oral 	In person
Session 10	2023-12-10	11:45	12:00	West 3	Industry track	4	Industry track		INDUSTRY 184	LLM4Vis: Explainable Visualization Recommendation using ChatGPT	"Lei Wang, Songheng Zhang, Yun Wang, Ee-Peng Lim and Yong Wang"	Long	Oral 	Virtual
Session 10	2023-12-10	12:00	12:15	West 3	Industry track	5	Industry track		INDUSTRY 29	A Pretrained Language Model for Cyber Threat Intelligence	Youngja Park and Weiqiu You	Long	Oral 	Virtual
Session 10	2023-12-10	12:15	12:30	West 3	Industry track	6	Industry track		INDUSTRY 148	Investigating the Role and Impact of Disfluency on Summarization	"Varun Nathan, Ayush Kumar and Jithendra Vepa"	Long	Oral 	Virtual
